entity_id,state,last_changed
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T11:03:05.276Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T11:03:07.244Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:03:09.269Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:03:11.248Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:03:13.258Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:03:15.304Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:03:17.249Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:03:19.295Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T11:03:21.255Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:03:23.288Z
sensor.esphome_web_87cd6c_cisterna,16.41,2024-06-06T11:03:25.249Z
sensor.esphome_web_87cd6c_cisterna,16.80,2024-06-06T11:03:27.279Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:03:29.251Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:03:31.268Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T11:03:33.250Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:03:35.270Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T11:03:37.317Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:03:39.267Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T11:03:41.310Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:03:43.254Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:03:45.301Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:03:47.251Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T11:03:49.278Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:03:51.248Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:03:53.270Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T11:03:55.248Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:03:57.278Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:03:59.307Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:04:01.253Z
sensor.esphome_web_87cd6c_cisterna,16.41,2024-06-06T11:04:03.300Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:04:05.268Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:04:07.291Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T11:04:09.247Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:04:11.281Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:04:13.252Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:04:15.270Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T11:04:17.248Z
sensor.esphome_web_87cd6c_cisterna,16.73,2024-06-06T11:04:19.262Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T11:04:21.248Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:04:25.301Z
sensor.esphome_web_87cd6c_cisterna,14.84,2024-06-06T11:04:27.256Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T11:04:29.290Z
sensor.esphome_web_87cd6c_cisterna,14.77,2024-06-06T11:04:31.250Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T11:04:33.284Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:04:35.250Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:04:37.273Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T11:04:39.250Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T11:04:41.263Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:04:43.309Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:04:45.269Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T11:04:47.302Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T11:04:49.245Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:04:51.310Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:04:53.252Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T11:04:55.283Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T11:04:57.252Z
sensor.esphome_web_87cd6c_cisterna,16.73,2024-06-06T11:04:59.275Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T11:05:01.251Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:05:03.278Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T11:05:05.243Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:05:07.256Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T11:05:09.305Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:05:11.248Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T11:05:13.294Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:05:15.251Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:05:17.285Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:05:19.245Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:05:21.278Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T11:05:23.243Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:05:25.270Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T11:05:27.249Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:05:29.260Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T11:05:31.304Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T11:05:33.250Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:05:35.295Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:05:37.253Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T11:05:39.287Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T11:05:41.249Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:05:43.289Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T11:05:45.253Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:05:47.269Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T11:05:49.250Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T11:05:51.262Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T11:05:53.307Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T11:05:55.251Z
sensor.esphome_web_87cd6c_cisterna,16.34,2024-06-06T11:05:57.313Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:05:59.253Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:06:01.289Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T11:06:03.248Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:06:05.280Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:06:07.243Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:06:09.273Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:06:11.246Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T11:06:13.275Z
sensor.esphome_web_87cd6c_cisterna,16.93,2024-06-06T11:06:15.245Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:06:17.264Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:06:19.311Z
sensor.esphome_web_87cd6c_cisterna,16.73,2024-06-06T11:06:21.257Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:06:23.307Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:06:25.250Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T11:06:27.281Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T11:06:29.245Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:06:31.274Z
sensor.esphome_web_87cd6c_cisterna,14.84,2024-06-06T11:06:35.282Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:06:37.248Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T11:06:39.274Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:06:41.300Z
sensor.esphome_web_87cd6c_cisterna,16.80,2024-06-06T11:06:43.262Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T11:06:45.292Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:06:47.249Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:06:49.283Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:06:51.246Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:06:53.274Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T11:06:55.250Z
sensor.esphome_web_87cd6c_cisterna,14.64,2024-06-06T11:06:57.266Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T11:06:59.244Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T11:07:01.258Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:07:03.314Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T11:07:05.259Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T11:07:07.298Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T11:07:09.256Z
sensor.esphome_web_87cd6c_cisterna,16.80,2024-06-06T11:07:11.284Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:07:13.245Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:07:15.276Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:07:17.251Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:07:19.266Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:07:21.249Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T11:07:23.257Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:07:25.304Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:07:29.297Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T11:07:31.252Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:07:33.286Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:07:35.256Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T11:07:37.278Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T11:07:41.280Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T11:07:43.315Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T11:07:45.259Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:07:47.303Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T11:07:49.262Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:07:51.297Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T11:07:53.254Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:07:55.288Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:07:59.279Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T11:08:01.244Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:08:03.271Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T11:08:05.245Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T11:08:07.272Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:08:09.244Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T11:08:11.252Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:08:13.299Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T11:08:15.254Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T11:08:17.289Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T11:08:19.250Z
sensor.esphome_web_87cd6c_cisterna,16.34,2024-06-06T11:08:21.281Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T11:08:23.260Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:08:25.271Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T11:08:27.244Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:08:29.263Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:08:31.251Z
sensor.esphome_web_87cd6c_cisterna,14.71,2024-06-06T11:08:33.253Z
sensor.esphome_web_87cd6c_cisterna,16.41,2024-06-06T11:08:35.299Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T11:08:37.261Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T11:08:39.291Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:08:41.257Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T11:08:45.247Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:08:47.274Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T11:08:49.250Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:08:51.276Z
sensor.esphome_web_87cd6c_cisterna,16.34,2024-06-06T11:08:53.247Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T11:08:55.269Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:08:57.318Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T11:08:59.261Z
sensor.esphome_web_87cd6c_cisterna,14.84,2024-06-06T11:09:01.293Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:09:03.252Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T11:09:05.285Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:09:07.249Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:09:09.291Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T11:09:11.251Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T11:09:13.266Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:09:15.247Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T11:09:17.259Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T11:09:19.304Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T11:09:21.262Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T11:09:23.294Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T11:09:25.253Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:09:27.286Z
sensor.esphome_web_87cd6c_cisterna,14.77,2024-06-06T11:09:29.246Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T11:09:31.277Z
sensor.esphome_web_87cd6c_cisterna,16.73,2024-06-06T11:09:33.254Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:09:35.269Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T11:09:37.253Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T11:09:39.272Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:09:41.320Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:09:43.264Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:09:45.296Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:09:47.253Z
sensor.esphome_web_87cd6c_cisterna,16.60,2024-06-06T11:09:49.287Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:09:51.246Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T11:09:53.280Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:09:55.245Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:09:57.269Z
sensor.esphome_web_87cd6c_cisterna,14.44,2024-06-06T11:09:59.250Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T11:10:01.260Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T11:10:03.306Z
sensor.esphome_web_87cd6c_cisterna,16.41,2024-06-06T11:10:05.251Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T11:10:07.297Z
sensor.esphome_web_87cd6c_cisterna,14.44,2024-06-06T11:10:09.254Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:10:11.288Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T11:10:13.250Z
sensor.esphome_web_87cd6c_cisterna,16.60,2024-06-06T11:10:15.280Z
sensor.esphome_web_87cd6c_cisterna,14.71,2024-06-06T11:10:17.245Z
sensor.esphome_web_87cd6c_cisterna,16.34,2024-06-06T11:10:19.270Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T11:10:21.249Z
sensor.esphome_web_87cd6c_cisterna,16.34,2024-06-06T11:10:23.262Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T11:10:25.244Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:10:27.253Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:10:29.312Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T11:10:31.245Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:10:33.291Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T11:10:35.247Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T11:10:37.282Z
sensor.esphome_web_87cd6c_cisterna,16.73,2024-06-06T11:10:39.245Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T11:10:41.273Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:10:43.248Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T11:10:45.264Z
sensor.esphome_web_87cd6c_cisterna,14.31,2024-06-06T11:10:47.244Z
sensor.esphome_web_87cd6c_cisterna,16.41,2024-06-06T11:10:49.257Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:10:53.246Z
sensor.esphome_web_87cd6c_cisterna,16.67,2024-06-06T11:10:55.292Z
sensor.esphome_web_87cd6c_cisterna,14.64,2024-06-06T11:10:57.251Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T11:10:59.285Z
sensor.esphome_web_87cd6c_cisterna,14.84,2024-06-06T11:11:01.248Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T11:11:03.274Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T11:11:05.247Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T11:11:07.266Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T11:11:09.245Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T11:11:11.259Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T11:11:13.302Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T11:11:15.261Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T11:11:17.294Z
